cod_cli;razao;endereco;uf;cidade;bairro;cep;telefone;cnpj;insc;canal;hierarquia
2879079;Kirst Comercio de Combustivel;Av da Producao 1115, N;MT;Lucas do Rio Verde;Area Industrial;78455-000;1;4,45E+11;131629107;5534708;L6 BRNC BK CO Agil Trd e Cnv
2879526;Comercio Amazonia de Petroleo Ltda;Av Jorn Arquimedes Pereira Lim 2291;MT;Cuiaba;Boa Esperanca;78005-000;1;9,00E+12;133452182;5534708;L6 BRNC BK CO Agil Trd e Cnv
2879861;Campos Supermercados Ltda ME;Rua Alencar Bortolanza 649;MT;Sorriso;Industrial;78890-000;1;4,93E+12;132077728;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2880010;Jucelia da Silva Sales;Rua Jose Lucio de Oliviera SN;MT;Nortelandia;Cohab Santo Antonio;78430-000;1;9,01E+12;133432084;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2880511;M C Panificadora Alvorada Ltda;Rua Sibipirunas 693W;MT;Nova Mutum;Parque do Sol;78450-000;1;8,61E+12;133549283;5534716;L6 BRNC BK CO Agil Trd e Dms
2881543;Mercearia da Gosto Ltda;Rua Tatiane 12;MT;Nova Maringa;Jardim Mayra;78445-000;1;9,55E+12;133550966;5534716;L6 BRNC BK CO Agil Trd e Dms
2881545;Superm Vista Alegre Ltda;Avenida Brasil 1213;MT;Jauru;Vista Alegre;78255-000;1;9,64E+12;133569934;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2881546;Bertamafe Supermercado Ltda ME;Rua Dorival Souza 74;MT;Tabapora;Centro;78563-000;1;9,68E+12;133576248;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2882330;A B Sales Sorveteria ME;Avenida Sao Paulo 793, Ne;MT;Campo Novo do Parecis;Centro;78360-000;1;9,63E+12;133565963;5534710;L6 BRNC BK CO Agil Atc
2883319;Jose Carlos De Souza ME;R F SN, Qd 1 Lt 2;MT;Sorriso;Boa Esperana II;78890-000;1;5,51E+12;132392267;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2883478;Supermercado Multimarca Ltda ME;Avenida Xavantes 953;MT;Barra do Bugres;Maracana;78390-000;1;9,03E+12;133436497;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2883479;Mercado Delta Buritis Ltda ME;Av Ismael Jose Do Nas 1044, Letra W;MT;Tangara Da Serra;Jardim Santa Lucia;78300-000;1;2,47E+13;133327604;5534716;L6 BRNC BK CO Agil Trd e Dms
2883481;J V Brilhante & Cia Ltda ME;Avenida das Candeias 620;MT;Guaranta do Norte;Cidade Nova;78520-000;1;9,09E+12;133447782;5534716;L6 BRNC BK CO Agil Trd e Dms
2898470;Marinho & Cardoso Ltda;Av Beturmaco 559;MT;Porto Alegre do Norte;Centro;78655-000;1;1,60E+13;130451460;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2898546;Robson Ferreira Leite & Leite Ltda;Av Newton Rabelo Castro 48;MT;Cuiaba;Pedra 90;78099-005;1;8,04E+12;133201732;5534716;L6 BRNC BK CO Agil Trd e Dms
2898605;Padaria America Ltda;Av Buenos Aires 31;MT;Cuiaba;Jardim das Americas;78060-634;1;7,26E+12;132991730;5534716;L6 BRNC BK CO Agil Trd e Dms
2898703;Carbo Comercio De Alimentos Ltda Ep;Av Tancredo Neves 848, Setor Sul;MT;Colider;Centro;78500-000;1;4,60E+12;133072797;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2898712;Humberto Luiz Borges ME;Rua Cascavel 1184;MT;Brasnorte;Centro;78350-000;1;5,52E+12;132150735;5534716;L6 BRNC BK CO Agil Trd e Dms
2898764;Vercedino Francisco Triches ME;Av dos Canarios 351W;MT;Nova Mutum;Centro;78450-000;1;1,34E+12;131699130;5534716;L6 BRNC BK CO Agil Trd e Dms
2898765;Celso Lazzaretti EPP;Rua Santa Catarina 28;MT;Nova Mutum;Gleba Ranchao;78450-000;1;3,74E+13;131378619;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2898785;Mariluza Moreira de Oliveira ME;Av Prefeito Joao Macauba 616;MT;Nortelandia;Joaquim da Silva;78430-000;1;7,61E+12;133099121;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2898817;Santana Aranha & Aranha Ltda;Rua Frei Carlos Valletti 760;MT;Pocone;Cruz Preta;78175-000;1;8,49E+12;133301664;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2898831;Luiz De Assis & Silva Filho;R Joaquim Murtinho SN;MT;Pocone;Vila Aurora;78175-000;1;7,04E+13;131470825;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899037;Rosangela Real da Silva;Rua Mato Grosso 882;MT;Nobres;Sao Jose;78460-000;1;1,80E+12;133016820;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899070;M S Togni;Av Natalicio Soares Penido 838;MT;Pontes E Lacerda;Jardim Boa Esperanca;78250-000;1;8,05E+12;133201902;5534710;L6 BRNC BK CO Agil Atc
2899076;Ueliton Miranda Almeida & Cia Ltda;Av Sao Paulo 1790;MT;Pontes E Lacerda;Jardim Primavera;78250-000;1;8,61E+12;133318141;5534716;L6 BRNC BK CO Agil Trd e Dms
2899120;Pad Conf Tuche Ltda EPP;Avenida Colonizador Jose Bianch 780;MT;Marcelandia;Centro;78535-000;1;4,17E+12;131980645;5534716;L6 BRNC BK CO Agil Trd e Dms
2899139;Horodenski Lopes & Cia Ltda ME;Av 4 De Julho 510;MT;Castanheira;Centro;78345-000;1;2,40E+12;130365017;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899141;Supermercado Milenio Ltda ME;Av 4 de Julho 1025;MT;Castanheira;Centro;78345-000;1;8,09E+12;133211819;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899151;M M F Panificadora Ltda;Av dos Estudantes SN;MT;Carlinda;Centro;78587-000;1;4,98E+12;132092336;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899155;R B De Queiroz Mercearia;Avenida Rio Arinos 1879, S;MT;Juara;Jardim Santa Helena;78575-000;1;2,52E+11;131577263;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2899157;Vilma Aparecida Bobbi & Cia Ltda;R Brasil SN;MT;Porto Dos Gauchos;Gleba Sao Joao;78560-000;1;3,50E+12;131915843;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899158;Rampazio & Rampazio Ltda ME;Rua Romanos 140, Quadra 3;MT;Alta Floresta;Cidade Alta;78580-000;1;6,99E+12;132769530;5534707;L6 BRNC BK CO Agil AS 5
2899161;Auto Posto Arinos Ltda;Avenida Rio Arinos 968, WQd85 Lt13;MT;Juara;Centro;78575-000;1;5,80E+12;133006824;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899164;Comercio G Alim Goncalves Ltda ME;Av Dos Estudantes SN;MT;Carlinda;Centro;78587-000;1;7,53E+12;133076857;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899207;Alianca Com de Combustivel Ltda;Av Gov Julio Campos 09, Quadra 02;MT;Varzea Grande;Parque Industriario Atlantico;78150-238;1;7,73E+12;133244911;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899278;Muller e Muller Ltda ME;Av Cuiaba 2113;MT;Primavera Do Leste;Cidade Primavera Ii;78850-000;1;7,66E+12;133110362;5534716;L6 BRNC BK CO Agil Trd e Dms
2899498;Fadanelli Comercio Varejista EIRELI;Av Do Jau 2010, Sala 01;MT;Sapezal;Jardim Ipe;78365-000;1;8,00E+12;133193110;5534707;L6 BRNC BK CO Agil AS 5
2899705;Salma Cunha E Souza;Rua Sao Sebastiao 737;MT;Chapada dos Guimaraes;Sao Sebastiao;78195-000;1;5,98E+12;132386356;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899748;Auto Posto Coronel Ltda;Av Rod Mt 320 SN, Km 33;MT;Colider;Zona Rural;78500-000;1;2,47E+13;130437972;5534716;L6 BRNC BK CO Agil Trd e Dms
2899762;Auto Posto Sao Vicente Ltda EPP;Av Marechal Rondom 353;MT;Colider;Centro;78500-000;1;6,10E+12;132649438;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899766;Adinaldo F do Nascimento;Rua Machado de Assis 913;MT;Colider;Nossa Senhora da Guia;78500-000;1;3,37E+13;130796530;5534716;L6 BRNC BK CO Agil Trd e Dms
2899767;Cleonice Birtche Bandeira EPP;Av Rodovia Mt 03 SN, Quadra 1 K;MT;Colider;Residencial Cidade Alta;78500-000;1;5,55E+12;132615002;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899770;Jurandir Tosin Supermercado Ltda;Av Brasil 1902;MT;Vera;Centro;78880-000;1;7,41E+12;133036421;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899776;Eduardo D Hissano & Cia Ltda EPP;Av das Embaubas 880;MT;Sinop;Setor Comercial;78550-222;1;5,82E+12;132273837;5534716;L6 BRNC BK CO Agil Trd e Dms
2899782;A A S dos Anjos;Av Brasil 996;MT;Apiacas;Centro;78595-000;1;3,80E+12;131942360;5534716;L6 BRNC BK CO Agil Trd e Dms
2899785;M W Marcilio;Rua Para 57, Quadra 60;MT;Nova Bandeirantes;Centro;78565-000;1;5,93E+12;132343320;5534716;L6 BRNC BK CO Agil Trd e Dms
2899786;Luciano Pessoa Queiroz;Av Jose F Otenio 92, Quadra 44;MT;Nova Bandeirantes;Centro;78565-000;1;6,33E+12;132639092;5534716;L6 BRNC BK CO Agil Trd e Dms
2899787;Lino Da Silva & Cia Ltda ME;Avenida Mato Grosso 65;MT;Nova Monte Verde;Centro;78593-000;1;7,65E+12;133109720;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2899788;Valquiria Bis ME;Rua Sao Paulo 05, Quadra 34;MT;Nova Bandeirantes;Centro;78565-000;1;7,37E+12;133035913;5534707;L6 BRNC BK CO Agil AS 5
2899795;Odilo Antonio Verza ME;Av Jose F Otenio 84, Qd 33 Lot;MT;Nova Bandeirantes;Centro;78565-000;1;6,29E+12;132611333;5534716;L6 BRNC BK CO Agil Trd e Dms
2899832;G L Lira ME;Av Talhamares 1304;MT;Caceres;Marajoara;78200-000;1;5,66E+12;132204339;5534716;L6 BRNC BK CO Agil Trd e Dms
2899855;Abastecedora Aparecida Norte Ltda;Av Pres Medici 4212, Loteamento;MT;Rondonopolis;Vila Birigui;78705-000;1;2,76E+12;130661368;5534708;L6 BRNC BK CO Agil Trd e Cnv
2899961;Panificadora Sao Joao Ltda ME;Rua 28 de Outubro 2826;MT;Mirassol D'Oeste;Centro;78280-000;1;4,53E+12;132026864;5534716;L6 BRNC BK CO Agil Trd e Dms
2899964;Ires Stulp EPP;Av Parana 726;MT;Canarana;Nova Canarana;78640-000;1;5,01E+12;132082241;5534710;L6 BRNC BK CO Agil Atc
2900015;Mercado Cidade Ltda ME;Av das Candeias 385;MT;Guaranta do Norte;Cidade Nova;78520-000;1;5,42E+12;132131897;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900018;Maristela Stacke ME;Rua 9 254;MT;Matupa;Jardim das Flores;78525-000;1;5,79E+12;132262266;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2900059;Ivanilda Ramos Neto;R Padre Cassemiro 2823;MT;Caceres;Santa Cruz;78200-000;1;3,30E+13;131279661;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900146;Conveniencia Vip EIRELI ME;Av Odair Luiz Veron 761, Sl1Lt3Qd25;MT;Juina;Modulo 4;78320-000;1;3,74E+13;133178536;5534708;L6 BRNC BK CO Agil Trd e Cnv
2900342;Vedovatto & Cia Ltda;Rua Tom Jobim 21;MT;Primavera Do Leste;Castelandia IV;78850-000;1;8,66E+12;133332411;5534707;L6 BRNC BK CO Agil AS 5
2900447;Milton Nunes de Figueiredo;Rua Mato Grosso 49;MT;Arenapolis;Centro Velho;78420-000;1;7,05E+13;131478990;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900581;Marques Moura & Cia Ltda ME;Av Confap Terminal Rodoviario SN;MT;Comodoro;Centro;78310-000;1;5,88E+12;132355264;5534716;L6 BRNC BK CO Agil Trd e Dms
2900598;Walker & Cia Ltda ME;Av Henrique Xavier Rodovalho 02;MT;Cotriguacu;Centro;78330-000;1;7,12E+12;132971267;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900659;Idari Pedro Lotti ME;Rua Tuiuiu 33;MT;Pedra Preta;Zona Rural;78795-000;1;3,82E+12;133338347;5534716;L6 BRNC BK CO Agil Trd e Dms
2900677;Reni Maria Bortolas ME;Av Santos Dumont SN;MT;Santa Carmem;Centro;78545-000;1;2,59E+12;131831569;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2900683;D Pereira Soares Feliciano;Av Betumarco 1172;MT;Porto Alegre do Norte;Centro;78655-000;1;1,94E+12;133797074;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2900856;Signor E Wantz Ltda ME;Rua Paulo Pires Perei 453, Paralelo;MT;Alta Floresta;Setor G;78580-000;1;8,59E+12;133314111;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2901223;Piovezam & Polizel Ltda ME;Rua Goncalves Ledo 1466;MT;Arenapolis;Vila Nova;78420-000;1;8,49E+12;133295222;5534707;L6 BRNC BK CO Agil AS 5
2901231;M Ines Fazio ME;Av Talhamares 1220;MT;Caceres;Jardim Marajoara;78200-000;1;7,65E+12;133109062;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2901284;Frutaria Goiana Ltda ME;Rua Arnaldo Estevao 1292;MT;Rondonopolis;Centro;78700-050;1;4,13E+12;131978667;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2901560;A Z Giequelin & Cia Ltda;Av Perimetral das Samambaias SN;MT;Nova Mutum;Centro;78450-000;1;8,30E+12;133294854;5534708;L6 BRNC BK CO Agil Trd e Cnv
2901926;Mercado Compre Bem Ltda;Av Vitoria Regia 6714;MT;Sinop;Sinop;78552-000;1;8,73E+12;133352986;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2902019;Marisa Simplicio Gomes;Av Mato Grosso 51;MT;Juina;Modulo Iv;78320-000;1;2,98E+12;131857479;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2902586;Ferreira Comercio de Combusti Ltda;Av Rodovia BR 163 SN, KM 821;MT;Sinop;Altos da Gloria;78550-001;1;3,69E+13;131335154;5534708;L6 BRNC BK CO Agil Trd e Cnv
2903237;S T Machado & Machado Ltda ME;Av Colonizador Jose Bianchini 1355;MT;Marcelandia;Centro;78535-000;1;8,80E+12;133375358;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2904102;J F Araujo Dantas ME;Av Romualdo Allievi 1112;MT;Tapurah;Centro;78573-000;1;5,33E+12;132122405;5534716;L6 BRNC BK CO Agil Trd e Dms
2904401;Bernardi & Guarnieri Ltda;Av Tancredo Neves 1650;MT;Nova Ubirata;Centro;78888-000;1;3,39E+12;131900412;5534716;L6 BRNC BK CO Agil Trd e Dms
2904572;Luciano Rodrigues de Barros ME;Rua Marcio Perin 1545;MT;Itauba;Cidade Alta;78510-000;1;6,28E+12;132574713;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2904607;Elias Nascimento Araujo ME;Rua Roberto Colonhesi 749;MT;Primavera do Leste;Parque Eldorado;78850-000;1;5,47E+12;132284430;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2904626;C De A Schultz & Cia Ltda;Av D 344, Terreo;MT;Aripuana;Vila Operaria;78325-000;1;3,65E+12;132555450;5534707;L6 BRNC BK CO Agil AS 5
2904910;Sonia Luzia Da Silva ME;Rua Intendente Antonio Joao SN;MT;Pocone;Boa Nova;78175-000;1;8,80E+12;133375080;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2905497;Aleximar Parreira & Cia Ltda;Av Central 782;MT;Querencia;Centro;78643-000;1;7,37E+12;133025918;5534708;L6 BRNC BK CO Agil Trd e Cnv
2905519;Cremonese Wanduscheer & Cia Ltda;Av Central 03, Quadra 21;MT;Querencia;Setor F;78643-000;1;8,82E+12;133381650;5534707;L6 BRNC BK CO Agil AS 5
2905691;Cantinho do Estudante Cial de Alim;Av Tenente Cel Duarte 1217;MT;Cuiaba;Dom Aquino;78005-000;1;5,48E+12;133614751;5534716;L6 BRNC BK CO Agil Trd e Dms
2905736;M das Gracas Estevao Inacio;Rua 13 de Maio 735;MT;Indiavai;Centro;78295-000;1;5,20E+12;132106965;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2905920;M dos Santos Bampi;Rua das Primaveras 1767, Sala 1 e 2;MT;Sinop;Jardim Botanico;78556-026;1;8,72E+12;133350622;5534716;L6 BRNC BK CO Agil Trd e Dms
2906414;Planetaria Loja de Convenienci Ltda;Av Gov Julio Campos 1000;MT;Sinop;Centro;78552-000;1;8,69E+12;133342190;5534708;L6 BRNC BK CO Agil Trd e Cnv
2906908;Panif & Mercado Chale do Pao Ltda;Rua Ceara 2699;MT;Comodoro;Tertulia;78310-000;1;7,43E+12;133043126;5534716;L6 BRNC BK CO Agil Trd e Dms
2907548;Guarana Maues Ind Com Ltda;Av Isac Povoas 611;MT;Cuiaba;Centro;78020-000;1;2,47E+13;130657980;5534716;L6 BRNC BK CO Agil Trd e Dms
2907647;Mercearia Asa Bela EIRELI;Av Das Siriemas 1010, W QdA Lt2;MT;Nova Mutum;Nossa Senhora Aparecida;78450-000;1;3,91E+12;131953249;5534716;L6 BRNC BK CO Agil Trd e Dms
2907707;Santana & Cia Ltda;Av Londrina 285;MT;Juina;Centro;78320-000;1;8,59E+12;133312020;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2909766;Marmeleiro Auto Posto Ltda;Av Tenente Coronel Duarte 985;MT;Cuiaba;Centro Sul;78020-450;1;5,08E+12;133207463;5534708;L6 BRNC BK CO Agil Trd e Cnv
2910719;Marivani Santos Cordeiro ME;Rua Aparicio Soares dos Santos SN;MT;Arenapolis;Bela Vista;78420-000;1;8,69E+12;133342603;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2910752;Lanchonete Araguaia Ltda;Av Tancredo Neves 1125, Sala 01;MT;Sorriso;Centro;78890-000;1;7,84E+12;133154670;5534708;L6 BRNC BK CO Agil Trd e Cnv
2910759;Mercado Morada do Sol Ltda;R Porto Rico 171, Lt12 Qd16;MT;Sorriso;Jardim Europa;78890-000;1;4,55E+12;132030756;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2911145;Nelsa Bet Malacarne & Cia Ltda;Av 2 21, Qd18 C21;MT;Varzea Grande;Cohab Sete de Maio;78120-000;1;8,83E+12;133384055;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2912320;Sorrinorte Supermercado Ltda ME;Rua Tangara 549;MT;Sorriso;Industrial 2 Etapa;78890-000;1;2,76E+12;131838199;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2912633;Gaivota Comercio de Comb Ltda;Av Veu das Noivas 01, Quadra 01;MT;Varzea Grande;Jardim Ouro Verde;78148-138;1;3,68E+12;131932063;5534708;L6 BRNC BK CO Agil Trd e Cnv
2912826;Antonio Da Silva Dala Nora ME;R 13 De Junho 363;MT;Pocone;Centro;78175-000;1;7,27E+12;132958015;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2912900;Comercial Amazonia de Petroleo Ltda;Av Fernando Correa Costa 2055;MT;Cuiaba;Boa Esperanca;78060-900;1;9,00E+12;133451704;5534708;L6 BRNC BK CO Agil Trd e Cnv
2913687;Batista de Assis & Assis Ltda ME;R Venezuela 08, Esq Com Ru;MT;Varzea Grande;Mapim;78155-402;1;7,20E+12;132918889;5534714;L6 BRNC BK CO Agil KA
2913699;Moura Zambonato Ltda ME;Rua Dom Pedro Ii 162;MT;Rondonopolis;Vila Aurora;78705-000;1;5,24E+12;133420965;5534708;L6 BRNC BK CO Agil Trd e Cnv
2913864;Debora Adriana Samelsson Mendonca;Av Julio Campos 577;MT;Sinop;Centro;78552-000;1;3,96E+11;131594729;5534711;L6 BRNC BK CO Agil Far C
2914633;Mercado Compremil EIRELI;R 26 01, Qd 30;MT;Cuiaba;Coophamil;78028-205;1;9,23E+12;133476391;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2915430;Edson Ribeiro Pereira ME;Av Carmindo de Campos 1068;MT;Cuiaba;Jardim Tropical;78065-130;1;9,23E+12;133476901;5534716;L6 BRNC BK CO Agil Trd e Dms
2915507;Supermercado Milano ME;Av Angelo Ravanelo 609;MT;Primavera do Leste;Jardim Milano;78850-000;1;9,14E+12;133457931;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2915860;Absoluto Supermercado Ltda;Av Sao Bernardo 126;MT;Nova Lacerda;Centro;78243-000;1;9,30E+12;133489698;5534707;L6 BRNC BK CO Agil AS 5
2916169;A M Comunello;Rua dos Buritis 130;MT;Guaranta do Norte;Industrial;78520-000;1;4,87E+12;132076640;5534716;L6 BRNC BK CO Agil Trd e Dms
2916849;N de Souza P Fernandes Oliveira ME;Avenida Goias 2722, S;MT;Lucas do Rio Verde;Jardim das Palmeiras;78455-000;1;8,78E+12;133372570;5534708;L6 BRNC BK CO Agil Trd e Cnv
2916856;Comercial de Alim Pantanal Ltda;Rua Papa Joao Xviii 94;MT;Cuiaba;Pocao;78010-020;1;8,80E+12;133375617;5534707;L6 BRNC BK CO Agil AS 5
2919141;Cantina Com & R De Vinho Ltda ME;Av Presidente Kennedy 2043, 1 Andar;MT;Rondonopolis;Vila Maria;78700-300;1;8,81E+12;133379094;5534716;L6 BRNC BK CO Agil Trd e Dms
2919508;Mercado Morumbi Ltda ME;Av Daniel Clemente 2332, Jd Morumbi;MT;Rondonopolis;Jardim Morumbi;78705-000;1;7,47E+12;133057690;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2920210;Panificadora Sorriso Ltda;Rua Sao Francisco de Assis 70;MT;Sorriso;Vila Bela;78890-000;1;7,60E+12;133093166;5534716;L6 BRNC BK CO Agil Trd e Dms
2921154;Michelle Dal Berto Sasso;Rua Porto Rico 583;MT;Sorriso;Jardim Europa;78890-000;1;8,81E+12;133378560;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2921170;Enio Ivo Konrat;Rua Celeste 1531;MT;Sorriso;Vitoria Regia;78890-000;1;9,35E+12;133502325;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2921605;Wille & Souza Ltda ME;Rua Sao Francisco de Assis 1675;MT;Sorriso;Industrial;78890-000;1;2,80E+12;131842706;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2921616;Maria De Sousa Teles;Rua Tangara 894;MT;Sorriso;Industrial;78890-000;1;9,10E+12;133453936;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2922733;Luzenildo Gomes da Silva ME;R Barao do Rio Bra 3728, Qd 25 Lt 1;MT;Rondonopolis;Jardim Monte Libano;78710-265;1;3,25E+12;131885510;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2922795;Jose Elias Klesklailo;Rua Pernanbuco 78;MT;Nova Ubirata;Centro;78888-000;1;2,66E+13;133517969;5534716;L6 BRNC BK CO Agil Trd e Dms
2923090;R G Comercio de Alimentos Ltda;Rua N E B 02, Quadra 6;MT;Alta Floresta;Cidade Alta;78580-000;1;9,23E+12;133474992;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2924100;C A De Carvalho & Cia Ltda ME;R Das Paineiras 4187;MT;Sinop;Jardim Imperial;78555-058;1;8,46E+12;133293734;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2924755;J L Da Silva Supermercado ME;Av Sao Paulo 820, Analandia;MT;Marcelandia;Centro;78535-000;1;8,31E+12;133254755;5534716;L6 BRNC BK CO Agil Trd e Dms
2924880;Pimenta dos Santos & Santos Ltda;Av Jacarandas 1163;MT;Rondonopolis;Residencial Sagrada Familia;78735-003;1;7,77E+12;133134970;5534716;L6 BRNC BK CO Agil Trd e Dms
2925087;Mercearia Sao Paulo Ltda ME;Av Sao Paulo 740S;MT;Lucas do Rio Verde;Alvorada;78455-000;1;8,94E+12;133410412;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2925338;Supermercado Fortes Bambil Ltda;Av Duque De Caxias 247;MT;Rosario Oeste;Nossa Senhora Aparecida;78470-000;1;9,01E+12;133432556;5534707;L6 BRNC BK CO Agil AS 5
2925493;Mercado Araguaia Ltda;Av Ulisses Guimaraes 767;MT;Alta Floresta;Setor D;78580-000;1;9,40E+12;133515702;5534707;L6 BRNC BK CO Agil AS 5
2925510;Demerval Teixeira de Brito Comercio;Rua 23 176, Quadra 44;MT;Cuiaba;Jardim Vitoria;78055-730;1;8,61E+11;133431037;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
2925531;J Pacheco da Silva;Rua das Videiras 1491;MT;Sorriso;Bom Jesus;78890-000;1;1,90E+11;131587153;5534716;L6 BRNC BK CO Agil Trd e Dms
2925599;Curupy Acqua Park Hotel Ltda ME;Estrada Adalgiza S/N;MT;Sinop;Zona Rural;78550-884;1;4,43E+12;132011328;5534716;L6 BRNC BK CO Agil Trd e Dms
2925614;Compaes Comercio de Prod Alim Ltda;Av Julio Campos 999;MT;Sinop;Centro;78552-000;1;7,28E+12;132966271;5534716;L6 BRNC BK CO Agil Trd e Dms
2925688;S E Paploski Schimidt;Av dos Tarumas 464;MT;Sinop;Centro;78552-000;1;1,43E+12;131711563;5534716;L6 BRNC BK CO Agil Trd e Dms
2925822;America Tabacaria & Embalagens Ltda;Av Tancredo Neves 950;MT;Sorriso;Centro;78890-000;1;8,30E+12;133254720;5534716;L6 BRNC BK CO Agil Trd e Dms
2926137;Evandro Bussolaro EPP;Av Rodovia Br 163 SN, Km 739,2;MT;Sorriso;Industrial;78890-000;1;5,11E+12;132095866;5534708;L6 BRNC BK CO Agil Trd e Cnv
2926187;Detoni & Detoni;Rua das Videiras 655;MT;Sorriso;Centro;78890-000;1;4,37E+12;132048272;5534716;L6 BRNC BK CO Agil Trd e Dms
2927213;Unico Supermercado Ltda ME;Av Tancredo Neves 154;MT;Vale de Sao Domingos;Centro;78253-000;1;9,51E+12;133542270;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
2927218;Danubia Suellen da Silva;Rua Sao F Assis 1594, Vila Itama;MT;Rondonopolis;Centro;78700-090;1;9,45E+12;133530000;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
